,ds,opt,randomseed,cls,resampling,grp,gmean,config,cls_grp,cls_resampler
716,abalone9-18,Random,29,LR,SMOTE,Over Resampling,0.8709984418014208,"{'classifier': {'C': 23.008223309745926, 'l1_ratio': 0.31549202120130315, 'name': 'LR', 'penalty_solver': 'none+lbfgs', 'random_state': 29, 'tol': 0.025462746291494042}, 'sub': {'k_neighbors': 7, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",LR-Over Resampling,LR-SMOTE
717,abalone9-18,Random,9,SVM,ADASYN,Over Resampling,0.8853771948105736,"{'classifier': {'C': 58.64756313448606, 'coef0': 0.40480598581163996, 'degree': 3, 'gamma': 'auto', 'gamma_value': 2.0283939053920426, 'kernel': 'linear', 'name': 'SVM', 'probability': False, 'random_state': 9, 'shrinking': False, 'tol': 0.05417026293314136}, 'sub': {'n_neighbors': 9, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",SVM-Over Resampling,SVM-ADASYN
718,yeast-2_vs_4,Random,39,DTC,RandomUnderSampler,Under Resampling,0.9535085484302488,"{'classifier': {'criterion': 'gini', 'max_depth': 11, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 17, 'name': 'DTC', 'random_state': 39}, 'sub': {'random_state': 39, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",DTC-Under Resampling,DTC-RandomUnderSampler
719,yeast-1-4-5-8_vs_7,Random,59,KNN,BorderlineSMOTE,Over Resampling,0.676002113577648,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 18, 'name': 'KNN', 'p': 18, 'random_state': 59, 'weights': 'distance'}, 'sub': {'k_neighbors': 9, 'kind': 'borderline-1', 'm_neighbors': 8, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",KNN-Over Resampling,KNN-BorderlineSMOTE
720,abalone9-18,Random,59,SVM,SMOTE,Over Resampling,0.8797306811507521,"{'classifier': {'C': 65.1801753182949, 'coef0': 0.4347639500577565, 'degree': 4, 'gamma': 'value', 'gamma_value': 0.5484826099865728, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': False, 'tol': 0.01405094000797983}, 'sub': {'k_neighbors': 8, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",SVM-Over Resampling,SVM-SMOTE
721,yeast-0-5-6-7-9_vs_4,Random,39,DTC,ClusterCentroids,Under Resampling,0.8101962689437341,"{'classifier': {'criterion': 'entropy', 'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 11, 'name': 'DTC', 'random_state': 39}, 'sub': {'estimator': 'KMeans', 'random_state': 39, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",DTC-Under Resampling,DTC-ClusterCentroids
722,yeast-1-2-8-9_vs_7,Random,9,KNN,ClusterCentroids,Under Resampling,0.746365211152948,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 32, 'name': 'KNN', 'p': 3, 'random_state': 9, 'weights': 'distance'}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
723,yeast-1-2-8-9_vs_7,Random,29,LR,BorderlineSMOTE,Over Resampling,0.73299823594117,"{'classifier': {'C': 94.15868217005479, 'l1_ratio': 0.15711138813481137, 'name': 'LR', 'penalty_solver': 'none+saga', 'random_state': 29, 'tol': 0.07331878551360455}, 'sub': {'k_neighbors': 7, 'kind': 'borderline-1', 'm_neighbors': 8, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
724,wisconsin,Random,59,LR,OneSidedSelection,Under Resampling,0.9808814752326735,"{'classifier': {'C': 85.11621701617383, 'l1_ratio': 0.31568347696736626, 'name': 'LR', 'penalty_solver': 'l2+saga', 'random_state': 59, 'tol': 0.0216677283393548}, 'sub': {'n_neighbors': 14, 'n_seeds_S': 18, 'random_state': 59, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",LR-Under Resampling,LR-OneSidedSelection
725,yeast-1-2-8-9_vs_7,Random,59,KNN,SMOTENC,Over Resampling,0.7348995762348393,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 30, 'name': 'KNN', 'p': 15, 'random_state': 59, 'weights': 'distance'}, 'sub': {'categorical_features': True, 'k_neighbors': 6, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",KNN-Over Resampling,KNN-SMOTENC
726,yeast-1-4-5-8_vs_7,Random,39,KNN,ADASYN,Over Resampling,0.7059288863018196,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 10, 'name': 'KNN', 'p': 17, 'random_state': 39, 'weights': 'distance'}, 'sub': {'n_neighbors': 9, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",KNN-Over Resampling,KNN-ADASYN
727,abalone9-18,Random,39,LR,SMOTETomek,Combine Resampling,0.8687061420951885,"{'classifier': {'C': 49.918260995838, 'l1_ratio': 0.7919194951035666, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 39, 'tol': 0.008002570661419234}, 'sub': {'random_state': 39, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",LR-Combine Resampling,LR-SMOTETomek
728,shuttle-c0-vs-c4,Random,59,RF,SMOTENC,Over Resampling,1.0,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 16, 'min_samples_split': 5, 'n_estimators': 149, 'name': 'RF', 'random_state': 59}, 'sub': {'categorical_features': True, 'k_neighbors': 7, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
729,pima,Random,59,RF,SMOTENC,Over Resampling,0.7625246758017132,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 18, 'n_estimators': 108, 'name': 'RF', 'random_state': 59}, 'sub': {'categorical_features': True, 'k_neighbors': 1, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
730,vowel0,Random,59,DTC,RepeatedEditedNearestNeighbours,Under Resampling,0.9574770424318004,"{'classifier': {'criterion': 'gini', 'max_depth': 12, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 18, 'name': 'DTC', 'random_state': 59}, 'sub': {'kind_sel': 'all', 'n_neighbors': 14, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",DTC-Under Resampling,DTC-RepeatedEditedNearestNeighbours
731,yeast-1-2-8-9_vs_7,Random,39,KNN,SMOTENC,Over Resampling,0.7413562209263572,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 39, 'name': 'KNN', 'p': 17, 'random_state': 39, 'weights': 'distance'}, 'sub': {'categorical_features': True, 'k_neighbors': 6, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",KNN-Over Resampling,KNN-SMOTENC
732,shuttle-c0-vs-c4,Random,9,RF,ClusterCentroids,Under Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 18, 'min_samples_split': 13, 'n_estimators': 82, 'name': 'RF', 'random_state': 9}, 'sub': {'estimator': 'KMeans', 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",RF-Under Resampling,RF-ClusterCentroids
733,shuttle-c0-vs-c4,Random,29,DTC,SMOTETomek,Combine Resampling,1.0,"{'classifier': {'criterion': 'gini', 'max_depth': 10, 'max_features': 1, 'min_samples_leaf': 7, 'min_samples_split': 15, 'name': 'DTC', 'random_state': 29}, 'sub': {'random_state': 29, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",DTC-Combine Resampling,DTC-SMOTETomek
734,vehicle0,Random,59,SVM,TomekLinks,Under Resampling,0.978751037917488,"{'classifier': {'C': 28.463987933276915, 'coef0': 0.13042270580392157, 'degree': 3, 'gamma': 'auto', 'gamma_value': 2.407519954551295, 'kernel': 'rbf', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': True, 'tol': 0.06296539213402995}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",SVM-Under Resampling,SVM-TomekLinks
735,yeast5,Random,59,SVM,ADASYN,Over Resampling,0.9796218707464808,"{'classifier': {'C': 45.11574393213028, 'coef0': -0.08412776813298128, 'degree': 2, 'gamma': 'scale', 'gamma_value': 3.0844517060163317, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': True, 'tol': 0.027635446466349512}, 'sub': {'n_neighbors': 3, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",SVM-Over Resampling,SVM-ADASYN
736,vehicle2,Random,59,RF,SMOTE,Over Resampling,0.9890887570848588,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 129, 'name': 'RF', 'random_state': 59}, 'sub': {'k_neighbors': 1, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
737,yeast6,Random,59,DTC,RandomUnderSampler,Under Resampling,0.8870885712414017,"{'classifier': {'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 13, 'name': 'DTC', 'random_state': 59}, 'sub': {'random_state': 59, 'replacement': True, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",DTC-Under Resampling,DTC-RandomUnderSampler
738,yeast4,Random,59,RF,EditedNearestNeighbours,Under Resampling,0.8613041902303378,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 70, 'name': 'RF', 'random_state': 59}, 'sub': {'kind_sel': 'all', 'n_neighbors': 19, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",RF-Under Resampling,RF-EditedNearestNeighbours
739,vowel0,Random,29,RF,ClusterCentroids,Under Resampling,0.9452736374409796,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 13, 'min_samples_split': 19, 'n_estimators': 25, 'name': 'RF', 'random_state': 29}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 29, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",RF-Under Resampling,RF-ClusterCentroids
740,vowel0,Random,9,DTC,RepeatedEditedNearestNeighbours,Under Resampling,0.9592355094987598,"{'classifier': {'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 16, 'name': 'DTC', 'random_state': 9}, 'sub': {'kind_sel': 'all', 'n_neighbors': 13, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",DTC-Under Resampling,DTC-RepeatedEditedNearestNeighbours
741,vehicle3,Random,59,SVM,SMOTEENN,Combine Resampling,0.8247962842924739,"{'classifier': {'C': 150.07008750914366, 'coef0': 0.11949954670646146, 'degree': 2, 'gamma': 'scale', 'gamma_value': 6.975256166910008, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 59, 'shrinking': False, 'tol': 0.05870080340829132}, 'sub': {'random_state': 59, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",SVM-Combine Resampling,SVM-SMOTEENN
742,vehicle1,Random,59,SVM,SMOTETomek,Combine Resampling,0.8433557064874785,"{'classifier': {'C': 33.78031236445637, 'coef0': 0.7493265079914884, 'degree': 2, 'gamma': 'scale', 'gamma_value': 2.136515862066533, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 59, 'shrinking': False, 'tol': 0.08240900514591198}, 'sub': {'random_state': 59, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",SVM-Combine Resampling,SVM-SMOTETomek
743,wisconsin,Random,9,SVM,NeighbourhoodCleaningRule,Under Resampling,0.9820672690666941,"{'classifier': {'C': 67.70882698732748, 'coef0': 0.6249617016676856, 'degree': 2, 'gamma': 'auto', 'gamma_value': 5.050808803917089, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': True, 'random_state': 9, 'shrinking': False, 'tol': 0.09075216714367539}, 'sub': {'n_neighbors': 6, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.5490784152825638, 'type': 'NeighbourhoodCleaningRule'}}",SVM-Under Resampling,SVM-NeighbourhoodCleaningRule
744,wisconsin,Random,29,RF,ADASYN,Over Resampling,0.9787677244309518,"{'classifier': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 11, 'min_samples_split': 11, 'n_estimators': 144, 'name': 'RF', 'random_state': 29}, 'sub': {'n_neighbors': 7, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
745,pima,Random,29,RF,BorderlineSMOTE,Over Resampling,0.7666339858845788,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 14, 'n_estimators': 127, 'name': 'RF', 'random_state': 29}, 'sub': {'k_neighbors': 8, 'kind': 'borderline-2', 'm_neighbors': 2, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",RF-Over Resampling,RF-BorderlineSMOTE
746,yeast5,Random,29,LR,SVMSMOTE,Over Resampling,0.9792796355611196,"{'classifier': {'C': 12.179162806100543, 'l1_ratio': 0.7628295763929194, 'name': 'LR', 'penalty_solver': 'none+lbfgs', 'random_state': 29, 'tol': 0.05738948713828962}, 'sub': {'k_neighbors': 7, 'm_neighbors': 8, 'out_step': 0.5832672472216172, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",LR-Over Resampling,LR-SVMSMOTE
747,yeast3,Random,59,RF,ADASYN,Over Resampling,0.940136763891808,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 19, 'min_samples_split': 8, 'n_estimators': 97, 'name': 'RF', 'random_state': 59}, 'sub': {'n_neighbors': 8, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
748,pima,Random,9,RF,TomekLinks,Under Resampling,0.7659615633603478,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 48, 'name': 'RF', 'random_state': 9}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",RF-Under Resampling,RF-TomekLinks
749,yeast6,Random,29,LR,BorderlineSMOTE,Over Resampling,0.8879120721206478,"{'classifier': {'C': 94.15868217005479, 'l1_ratio': 0.15711138813481137, 'name': 'LR', 'penalty_solver': 'none+saga', 'random_state': 29, 'tol': 0.07331878551360455}, 'sub': {'k_neighbors': 7, 'kind': 'borderline-1', 'm_neighbors': 8, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
750,vowel0,Random,39,DTC,NeighbourhoodCleaningRule,Under Resampling,0.9633470113734296,"{'classifier': {'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 17, 'name': 'DTC', 'random_state': 39}, 'sub': {'n_neighbors': 18, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.7375389907289757, 'type': 'NeighbourhoodCleaningRule'}}",DTC-Under Resampling,DTC-NeighbourhoodCleaningRule
751,shuttle-c0-vs-c4,Random,39,RF,SMOTE,Over Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 15, 'n_estimators': 126, 'name': 'RF', 'random_state': 39}, 'sub': {'k_neighbors': 4, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
752,yeast4,Random,29,RF,RepeatedEditedNearestNeighbours,Under Resampling,0.8682168856373076,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 11, 'n_estimators': 70, 'name': 'RF', 'random_state': 29}, 'sub': {'kind_sel': 'all', 'n_neighbors': 10, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",RF-Under Resampling,RF-RepeatedEditedNearestNeighbours
753,yeast5,Random,9,LR,RandomOverSampler,Over Resampling,0.9785689653319344,"{'classifier': {'C': 56.30823672597898, 'l1_ratio': 0.78381808591105, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 9, 'tol': 0.038436263626536744}, 'sub': {'random_state': 9, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",LR-Over Resampling,LR-RandomOverSampler
754,vehicle0,Random,29,SVM,SMOTE,Over Resampling,0.9820870674916864,"{'classifier': {'C': 9.378334758825629, 'coef0': 0.3567418456468734, 'degree': 4, 'gamma': 'scale', 'gamma_value': 4.585575128370061, 'kernel': 'rbf', 'name': 'SVM', 'probability': False, 'random_state': 29, 'shrinking': False, 'tol': 0.028256310301937922}, 'sub': {'k_neighbors': 2, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",SVM-Over Resampling,SVM-SMOTE
755,pima,Random,39,RF,OneSidedSelection,Under Resampling,0.7620445607627537,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 17, 'n_estimators': 139, 'name': 'RF', 'random_state': 39}, 'sub': {'n_neighbors': 8, 'n_seeds_S': 8, 'random_state': 39, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
756,vehicle2,Random,29,RF,SVMSMOTE,Over Resampling,0.9891512794899392,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 17, 'n_estimators': 97, 'name': 'RF', 'random_state': 29}, 'sub': {'k_neighbors': 1, 'm_neighbors': 7, 'out_step': 0.5977045234971797, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",RF-Over Resampling,RF-SVMSMOTE
757,yeast6,Random,9,KNN,SVMSMOTE,Over Resampling,0.8908734432117736,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 48, 'name': 'KNN', 'p': 3, 'random_state': 9, 'weights': 'uniform'}, 'sub': {'k_neighbors': 1, 'm_neighbors': 4, 'out_step': 0.8140323547789731, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",KNN-Over Resampling,KNN-SVMSMOTE
758,yeast4,Random,9,RF,NeighbourhoodCleaningRule,Under Resampling,0.8521790214885938,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 14, 'min_samples_split': 19, 'n_estimators': 134, 'name': 'RF', 'random_state': 9}, 'sub': {'n_neighbors': 13, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.4342236592917519, 'type': 'NeighbourhoodCleaningRule'}}",RF-Under Resampling,RF-NeighbourhoodCleaningRule
759,vehicle0,Random,9,SVM,SMOTETomek,Combine Resampling,0.9769114468478948,"{'classifier': {'C': 195.78664072053508, 'coef0': 0.6255693774611439, 'degree': 3, 'gamma': 'auto', 'gamma_value': 5.369845990506937, 'kernel': 'rbf', 'name': 'SVM', 'probability': True, 'random_state': 9, 'shrinking': True, 'tol': 0.059647939179874265}, 'sub': {'random_state': 9, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",SVM-Combine Resampling,SVM-SMOTETomek
760,vehicle2,Random,9,RF,KMeansSMOTE,Over Resampling,0.9853103313350208,"{'classifier': {'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 17, 'n_estimators': 60, 'name': 'RF', 'random_state': 9}, 'sub': {'cluster_balance_threshold': 0.023948298652457213, 'k_neighbors': 1, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'KMeansSMOTE'}}",RF-Over Resampling,RF-KMeansSMOTE
761,vehicle3,Random,29,SVM,RandomOverSampler,Over Resampling,0.8428436650443626,"{'classifier': {'C': 28.381138235988487, 'coef0': 0.5129861926611614, 'degree': 2, 'gamma': 'auto', 'gamma_value': 4.354391098164566, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 29, 'shrinking': False, 'tol': 0.029902965231229765}, 'sub': {'random_state': 29, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",SVM-Over Resampling,SVM-RandomOverSampler
762,vehicle1,Random,29,SVM,SMOTE,Over Resampling,0.8535606375771654,"{'classifier': {'C': 9.378334758825629, 'coef0': 0.3567418456468734, 'degree': 4, 'gamma': 'scale', 'gamma_value': 4.585575128370061, 'kernel': 'rbf', 'name': 'SVM', 'probability': False, 'random_state': 29, 'shrinking': False, 'tol': 0.028256310301937922}, 'sub': {'k_neighbors': 2, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",SVM-Over Resampling,SVM-SMOTE
763,vehicle0,Random,39,SVM,KMeansSMOTE,Over Resampling,0.9798420725534333,"{'classifier': {'C': 1.8982119313885093, 'coef0': 0.5712153546722254, 'degree': 3, 'gamma': 'auto', 'gamma_value': 6.573625187206937, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 39, 'shrinking': True, 'tol': 0.07398227265014279}, 'sub': {'cluster_balance_threshold': 0.38425620690221785, 'k_neighbors': 2, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'KMeansSMOTE'}}",SVM-Over Resampling,SVM-KMeansSMOTE
764,vehicle3,Random,9,SVM,SMOTE,Over Resampling,0.8211421109799384,"{'classifier': {'C': 115.01385278275117, 'coef0': 0.07625101226447017, 'degree': 2, 'gamma': 'auto', 'gamma_value': 2.536514474038563, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 9, 'shrinking': True, 'tol': 0.023375244132562787}, 'sub': {'k_neighbors': 6, 'random_state': 9, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",SVM-Over Resampling,SVM-SMOTE
765,vehicle1,Random,9,SVM,ClusterCentroids,Under Resampling,0.8307214631717719,"{'classifier': {'C': 178.21552256419878, 'coef0': -0.46612314101013586, 'degree': 2, 'gamma': 'scale', 'gamma_value': 0.5369190164853789, 'kernel': 'rbf', 'name': 'SVM', 'probability': False, 'random_state': 9, 'shrinking': False, 'tol': 0.09543901231623098}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 9, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",SVM-Under Resampling,SVM-ClusterCentroids
766,vehicle2,Random,39,RF,ADASYN,Over Resampling,0.986702762373165,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 13, 'n_estimators': 79, 'name': 'RF', 'random_state': 39}, 'sub': {'n_neighbors': 4, 'random_state': 39, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
767,yeast3,Random,29,RF,ADASYN,Over Resampling,0.9431860842392764,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 13, 'min_samples_split': 2, 'n_estimators': 95, 'name': 'RF', 'random_state': 29}, 'sub': {'n_neighbors': 4, 'random_state': 29, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
768,yeast6,Random,39,KNN,NearMiss,Under Resampling,0.8934726823487361,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 17, 'name': 'KNN', 'p': 2, 'random_state': 39, 'weights': 'distance'}, 'sub': {'n_neighbors': 1, 'n_neighbors_ver3': 1, 'smo_grp': 'UNDER', 'type': 'NearMiss', 'version': 1}}",KNN-Under Resampling,KNN-NearMiss
769,yeast5,Random,39,SVM,SMOTETomek,Combine Resampling,0.9789251835234164,"{'classifier': {'C': 44.2961530578357, 'coef0': 0.9448310667122928, 'degree': 2, 'gamma': 'value', 'gamma_value': 6.023327941324469, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 39, 'shrinking': False, 'tol': 0.051698135912362685}, 'sub': {'random_state': 39, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",SVM-Combine Resampling,SVM-SMOTETomek
770,yeast3,Random,9,DTC,RandomUnderSampler,Under Resampling,0.9353046988107168,"{'classifier': {'criterion': 'entropy', 'max_depth': 2, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 6, 'name': 'DTC', 'random_state': 9}, 'sub': {'random_state': 9, 'replacement': True, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",DTC-Under Resampling,DTC-RandomUnderSampler
771,yeast1,Random,59,RF,SMOTE,Over Resampling,0.7270220085996856,"{'classifier': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 16, 'min_samples_split': 13, 'n_estimators': 22, 'name': 'RF', 'random_state': 59}, 'sub': {'k_neighbors': 4, 'random_state': 59, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
772,yeast4,Random,39,KNN,SMOTEENN,Combine Resampling,0.8600750824069276,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 47, 'name': 'KNN', 'p': 1, 'random_state': 39, 'weights': 'uniform'}, 'sub': {'random_state': 39, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",KNN-Combine Resampling,KNN-SMOTEENN
773,vehicle3,Random,39,SVM,AllKNN,Under Resampling,0.8185599892698919,"{'classifier': {'C': 112.35942517040154, 'coef0': 0.9568815957072394, 'degree': 3, 'gamma': 'auto', 'gamma_value': 2.448317010579557, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 39, 'shrinking': True, 'tol': 0.041641397024663}, 'sub': {'allow_minority': True, 'kind_sel': 'mode', 'n_neighbors': 5, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",SVM-Under Resampling,SVM-AllKNN
774,vehicle1,Random,39,SVM,TomekLinks,Under Resampling,0.8287639281421513,"{'classifier': {'C': 157.54582326687355, 'coef0': 0.9516279094742264, 'degree': 2, 'gamma': 'scale', 'gamma_value': 2.5000184697658154, 'kernel': 'poly', 'name': 'SVM', 'probability': False, 'random_state': 39, 'shrinking': False, 'tol': 0.025168360631658265}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",SVM-Under Resampling,SVM-TomekLinks
